id,connector_id,resource_kind,external_id,name,description,selected,last_sync_at,node_count,meta,created_at,updated_at
9ec07523-3bd4-4869-ad09-5a9822e46907,9a5aba93-bd1c-4d35-8eb1-7f480acbbf1a,github_repo,ldbtech/vowayage-backend2.0,ldbtech/vowayage-backend2.0,,false,,0,{},2026-05-23 12:50:17.108575-04:00,2026-05-23 22:15:32.791447-04:00
a7c0e540-fa6b-4af1-85fe-e00181247842,9a5aba93-bd1c-4d35-8eb1-7f480acbbf1a,github_repo,ldbtech/IntroToAI,ldbtech/IntroToAI,Introduction to AI projects,false,,0,{},2026-05-23 12:50:17.278634-04:00,2026-05-23 22:15:32.791447-04:00
7fee25a7-d154-4edf-a445-32c519e9344c,856252af-b3d3-43e2-affc-be5669f3c076,notion_page,36689345584e80f0b180c06dfa95f5b4,Welcome to Notion,,false,,0,{},2026-05-24 15:53:56.469580-04:00,2026-05-24 15:53:56.469580-04:00
a2d4e16c-6c52-4bb8-ac78-3ae5926d0ddc,856252af-b3d3-43e2-affc-be5669f3c076,notion_page,36689345584e804db3e0d76a6a4ac52d,Page 36689345,,false,,0,{},2026-05-24 15:53:56.499644-04:00,2026-05-24 15:53:56.499644-04:00
67b66e56-781b-4566-a81e-38aac5e8386c,d4a73a1d-dfc2-41dc-9f73-1716f0a70517,github_repo,ldbtech/lab04-gdb,ldbtech/lab04-gdb,Debugging,false,,0,{},2026-05-24 15:54:12.355314-04:00,2026-05-24 22:58:02.712190-04:00
bc09e373-e127-4612-9451-824e5d694094,856252af-b3d3-43e2-affc-be5669f3c076,notion_page,36689345584e809f8206e196447acfcd,Page 36689345,,false,,0,{},2026-05-24 15:53:56.520273-04:00,2026-05-24 15:53:56.520273-04:00
b7f16698-06c1-426c-b873-0ebd496427dd,d4a73a1d-dfc2-41dc-9f73-1716f0a70517,github_repo,ldbtech/NLP_LSTM,ldbtech/NLP_LSTM,Simple NLP using LSTM Architecture to predict Google Stock market. ,false,,0,{},2026-05-24 15:54:12.362741-04:00,2026-05-24 22:58:02.712190-04:00
88c929d9-d0e9-4e98-abfa-b0c1a9ba184b,32c486c3-291f-468a-8e05-5b8691dfbe8c,github_repo,ldbtech/learnings,ldbtech/learnings,Learning new tech,false,,0,{},2026-05-19 14:42:09.374133-04:00,2026-05-19 15:52:12.677140-04:00
f2f26783-525c-4700-b51b-ed5cef6a32da,32c486c3-291f-468a-8e05-5b8691dfbe8c,github_repo,ldbtech/vowayage_frontend,ldbtech/vowayage_frontend,,false,,0,{},2026-05-19 14:42:09.377603-04:00,2026-05-19 15:52:12.677140-04:00
418555ab-9770-41a0-a6e0-2bb64c7a8a45,01e0c54d-1e4f-4efd-a9b6-fdf7cd559194,database_table,_sqlx_migrations,_sqlx_migrations,Table _sqlx_migrations with 6 columns,true,2026-05-25 00:36:08.079509-04:00,9,{},2026-05-25 00:36:08.073445-04:00,2026-05-25 17:51:43.633539-04:00
1c5841a5-4070-4455-ad3b-a98ab732eea2,01e0c54d-1e4f-4efd-a9b6-fdf7cd559194,database_table,groups,groups,Table groups with 7 columns,true,2026-05-25 00:36:08.084911-04:00,8,{},2026-05-25 00:36:08.081720-04:00,2026-05-25 17:51:43.633539-04:00
